no,filename,value1,value2,value3,value4,rotamer,OTDS,G_kcal
153,OTDS_study_ring_153,-52.234195341846316,154.98837183398868,-164.981939871335,-165.19422941308696,app,0,7.838137528200006
154,OTDS_study_ring_154,170.27600373066971,168.63303464030724,-131.9784984110902,169.36392751109315,syn_exo,0,7.858057284600002
155,OTDS_study_ring_155,51.089172205109556,-157.59607511010955,-166.5249638054964,-165.6396234850101,app,0,7.992193198200002
156,OTDS_study_ring_156,43.97668917321612,124.2627792125057,-128.08945188814383,172.57993299924456,syn_exo,0,8.037550053600008
157,OTDS_study_ring_157,168.77785804656295,160.77750707169216,143.4709658454373,74.55862481098109,syn_exo,0,8.085510330399998
158,OTDS_study_ring_158,49.26637047446541,-144.35181567745843,-155.70205695794684,-173.00123347333434,syn_exo,0,8.110087583800006
159,OTDS_study_ring_159,42.83274129722006,-46.717970487117924,168.22158745655574,-77.08606492864872,app,0,8.145508445600006
160,OTDS_study_ring_160,-39.415050245031466,55.83194104361736,-129.31195438444627,-105.01810542749088,syn_endo,0,8.201231217400004
161,OTDS_study_ring_161,-53.802073577135296,33.29971041354282,163.71600042988342,-77.29622355551116,app,0,8.202520985800005
162,OTDS_study_ring_162,-38.40116170080019,55.603983199522204,166.73832452979818,-77.0878265878773,app,0,8.216923399600002
163,OTDS_study_ring_163,-167.900151561668,-154.53068486205564,-116.43448022584265,175.93752900771693,syn_exo,0,8.280193705000004
164,OTDS_study_ring_164,174.7364645718088,-76.8659797022,-169.52695974052997,-161.7164624539907,syn_endo,0,8.306204034400006
165,OTDS_study_ring_165,-47.33802060609691,21.49782261130179,102.48082566154211,-171.61302111170028,syn_endo,0,8.341242742600008
166,OTDS_study_ring_166,-167.4097056814015,-36.557385962401426,-161.9101793425518,-164.3173010054244,app,0,8.353089504200007
167,OTDS_study_ring_167,177.91122483470392,54.10170298697395,-173.83964060491107,-164.26245845255798,app,0,8.41858107740001
168,OTDS_study_ring_168,-32.63859153182665,-179.474381101577,-166.08108834933716,-166.06679074265713,app,0,8.4736828496
169,OTDS_study_ring_169,177.87095080195618,52.68045805779958,-171.09120559903494,-173.2621090478528,syn_exo,0,8.475092040999998
170,OTDS_study_ring_170,-167.32647544242144,-158.71334211742325,-131.8132704930555,167.91961009534666,syn_exo,0,8.484215958200002
171,OTDS_study_ring_171,35.92885569087662,179.85333800703245,-128.06233359251698,-102.78686794340919,syn_endo,0,8.491070838400006
172,OTDS_study_ring_172,-34.381654594985115,-175.1975347261679,167.35699937077354,-77.11315861870996,app,0,8.540511960400005
173,OTDS_study_ring_173,32.73860150646761,-58.143361060927816,-127.65494926790832,-104.73681992705689,syn_endo,0,8.568839096000008
174,OTDS_study_ring_174,51.41850788489395,-19.902646257178294,-122.70779998802179,-100.15521630973953,syn_endo,0,8.581044126599998
175,OTDS_study_ring_175,-168.59806816862837,-35.03521086457768,-162.15725885112144,-143.27620958659853,syn_endo,0,8.582978779200003
176,OTDS_study_ring_176,-38.09492394744939,-62.03292007035933,168.37509609348064,-78.32996357717914,app,0,8.676797488000007
177,OTDS_study_ring_177,-168.0311061634837,-171.48816674857488,145.2427268887969,78.36591178727096,syn_exo,0,8.706390507400005
178,OTDS_study_ring_178,-171.79583831041106,67.68404372270044,166.82291455792802,-76.28722356271517,app,0,8.724184534400006
179,OTDS_study_ring_179,53.22355221461196,-155.689810569296,165.33467850529726,-78.0927962968007,app,0,8.738395871400009
180,OTDS_study_ring_180,51.9986798650134,72.53098596776509,138.82721183055256,-172.99035486440047,app,0,8.772813580000005
181,OTDS_study_ring_181,53.64530142896586,74.59746946931683,115.32978708886282,-172.06273572490997,syn_endo,0,8.78463645700001
182,OTDS_study_ring_182,42.43106448766191,-53.24664164595904,118.56315463658625,-170.82226731271805,syn_endo,0,8.843918034200009
183,OTDS_study_ring_183,-52.119314125038485,154.27488808710123,165.17645015247723,-77.24314524999295,app,0,8.953811078799998
184,OTDS_study_ring_184,-37.898529128925546,173.1185920157838,110.26796048885416,-171.50696587963304,syn_endo,0,8.979104870200002
185,OTDS_study_ring_185,-41.61989524827515,-59.01038122994418,176.8678448493247,160.44825621285068,syn_endo,1,8.990736670400002
186,OTDS_study_ring_186,-46.382336949902,23.944826392337166,116.22403971199309,174.4771348948808,syn_exo,0,8.996516743600004
187,OTDS_study_ring_187,169.336471121949,166.17730555057918,-167.09751346187693,-165.79407040898303,app,0,8.999382895600004
188,OTDS_study_ring_188,-40.16450962153616,50.17295205602103,-162.88029382134923,-162.67463675968074,syn_endo,1,9.006691583200002
189,OTDS_study_ring_189,-177.74084088100048,-59.42737338762741,172.96699127810632,-81.90964853256268,app,0,9.012877694599997
190,OTDS_study_ring_190,-49.14210489263694,144.82136103865705,105.84480506931847,-172.86442886894787,syn_endo,0,9.014645155000002
191,OTDS_study_ring_191,34.491061106360284,-91.28291269081677,104.9444716483554,-170.74412247071572,syn_endo,0,9.065853737400005
192,OTDS_study_ring_192,169.37188545407471,164.90190545200082,-165.33764369165215,-174.1856385169365,syn_exo,0,9.101465675999998
193,OTDS_study_ring_193,49.6129033957785,69.30084988993225,139.29688538353153,-172.57937984717375,app,0,9.109992478200004
194,OTDS_study_ring_194,-51.95426344318746,162.04334613236998,-127.06203392828759,-100.74481591809177,syn_endo,0,9.1358595
195,OTDS_study_ring_195,168.9996957951278,160.9299846784597,147.9808269684774,75.53513824633116,syn_exo,0,9.14469680200001
196,OTDS_study_ring_196,32.86255258788633,178.17813126093682,167.20374584308374,-75.7469035517067,app,0,9.158621523800003
197,OTDS_study_ring_197,-53.07396178290279,20.929560835071623,103.48982022578092,-172.08744884816514,syn_endo,0,9.1679365178
198,OTDS_study_ring_198,41.42090240241877,60.535027451868736,-160.99364678277837,-161.65831339206565,syn_endo,1,9.177012665800001
199,OTDS_study_ring_199,-49.5753051815899,21.55349442104277,119.00005568207914,-175.50872564674157,app,0,9.180738663400003
200,OTDS_study_ring_200,48.954593674854685,73.82673495712113,113.29805149931387,-177.51303256530076,syn_endo,0,9.228770594000002
201,OTDS_study_ring_201,40.1950514624187,57.22557095542881,-163.42199721449748,-175.30814226774996,syn_exo,0,9.2734586806
202,OTDS_study_ring_202,49.95178585686692,-22.939666883278175,-118.14433349152081,-65.99048888369119,app,0,9.281627213799998
203,OTDS_study_ring_203,37.24152921651235,66.22412927683631,-134.97666357494626,-95.8940620393755,syn_endo,0,9.305893967400003
204,OTDS_study_ring_204,-37.85143483039984,175.4759869690202,-128.157948708057,-103.18556616113078,syn_endo,0,9.334077795400002
205,OTDS_study_ring_205,41.09853284679145,-48.530783004925325,144.6356064296076,178.87336089577718,syn_exo,0,9.406806402400006
206,OTDS_study_ring_206,50.73418020693721,-159.4305231377865,111.92986878972862,-174.0966982962172,syn_endo,0,9.430619348600002
207,OTDS_study_ring_207,42.571236938287996,-56.82937260144662,117.19944062855092,-167.56021788221508,syn_endo,0,9.435014115
208,OTDS_study_ring_208,171.584989864168,-78.22460927838237,-161.8785295548376,-176.0352427250912,syn_exo,0,9.4920744244
209,OTDS_study_ring_209,-41.16138067439715,46.19808076355563,-165.98647274560324,-175.10564884301982,syn_exo,0,9.492623770199998
210,OTDS_study_ring_210,-177.11666113556282,114.4812081251877,-127.79651546515855,170.76567552894733,syn_exo,0,9.518275830600007
211,OTDS_study_ring_211,-170.7551971896477,-40.77773428408418,-159.6262796885318,-149.31499401425054,syn_endo,0,9.525465095200008
212,OTDS_study_ring_212,-36.39537567249141,49.94689186592442,123.69630090577917,-163.38343770056875,syn_endo,0,9.649235092400003
213,OTDS_study_ring_213,47.27326162533345,-136.91471553466664,-122.44119848737387,-99.90267171095859,syn_endo,0,9.657140895000001
214,OTDS_study_ring_214,42.063300200814915,124.08830818263424,-165.61432934912273,-165.2104592414767,app,0,9.673095807800001
215,OTDS_study_ring_215,-36.85323698496867,177.70443880071014,113.0288020517487,-168.28820865698742,syn_endo,0,9.677275612799997
216,OTDS_study_ring_216,33.118994558335636,-90.86144331185382,116.19052172306836,174.82972987823908,syn_exo,0,9.679616303600007
217,OTDS_study_ring_217,169.43443109097657,166.18058920171487,-166.10738530696324,-165.59668216639858,app,0,9.690364373599998
218,OTDS_study_ring_218,-169.22754401775285,77.19563241283197,-178.61492026029188,-120.48466971174366,syn_endo,0,9.7115022446
219,OTDS_study_ring_219,-49.64061159260332,20.97552238976225,122.81042726266533,-173.93314790396192,app,0,9.731350347200001
220,OTDS_study_ring_220,41.95302310058837,-47.912394927393564,149.09474232235524,-169.54273006137691,app,0,9.761898750600004
